administrador,usuario,presionó botón correcto,tiempo de interacción,mini juego,número de interacción por lección,color presionado,dificultad,fecha,juego,auto push,tiempo de lección,tiempo de sesión
1.0,,0.09649447147116672,0.0031186376288857027,0.04383803001751964,0.15217977260946544,0.045920904505140414,0.005525199192201024,0.9995953904077844,0.25438629951420555,0.02395481592112231,0.01827392239784057,0.024749281113589587
,,,,,,,,,,,,
0.09649447147116672,,1.0,0.7659082187235899,0.19434877809041795,0.381733731933805,0.530188217498819,0.1285870526030535,0.09423805402665329,0.01999918459792955,0.6341994680729078,0.39848792860615084,0.7014172180402621
0.0031186376288857027,,0.7659082187235899,1.0,0.18917962090715493,0.5401881988049824,0.6908758991751669,0.15813275481550093,0.0035695204946141956,0.01174930399673143,0.7496573209527254,0.5203246784936678,0.9158738879325977
0.04383803001751964,,0.19434877809041795,0.18917962090715493,1.0,0.164562564143391,0.05565870283947479,0.18625995209316565,0.030890856411193216,0.4260026667632642,0.12956679433928409,0.4327874083920307,0.05146154093249211
0.15217977260946544,,0.381733731933805,0.5401881988049824,0.164562564143391,1.0,0.5103335812236336,0.0498304021940922,0.14871444714908552,0.07122554758833574,0.258535388735173,0.2849560850491621,0.5015788185553144
0.045920904505140414,,0.530188217498819,0.6908758991751669,0.05565870283947479,0.5103335812236336,1.0,0.0729753215543253,0.049528734053647425,0.09813155664928709,0.5260572676634768,0.3605743947339848,0.6346819331152991
0.005525199192201024,,0.1285870526030535,0.15813275481550093,0.18625995209316565,0.0498304021940922,0.0729753215543253,1.0,0.014389104010650954,0.4553933324128851,0.1585614452329054,0.18015580955805857,0.06809204398205737
0.9995953904077844,,0.09423805402665329,0.0035695204946141956,0.030890856411193216,0.14871444714908552,0.049528734053647425,0.014389104010650954,1.0,0.27307113934470995,0.020996474870986694,0.015970271374864384,0.024495247299585497
0.25438629951420555,,0.01999918459792955,0.01174930399673143,0.4260026667632642,0.07122554758833574,0.09813155664928709,0.4553933324128851,0.27307113934470995,1.0,0.0545835749799034,0.053978733484261555,0.015069176028847485
0.02395481592112231,,0.6341994680729078,0.7496573209527254,0.12956679433928409,0.258535388735173,0.5260572676634768,0.1585614452329054,0.020996474870986694,0.0545835749799034,1.0,0.38584391456097733,0.6791612636693259
0.01827392239784057,,0.39848792860615084,0.5203246784936678,0.4327874083920307,0.2849560850491621,0.3605743947339848,0.18015580955805857,0.015970271374864384,0.053978733484261555,0.38584391456097733,1.0,0.17911654316410563
0.024749281113589587,,0.7014172180402621,0.9158738879325977,0.05146154093249211,0.5015788185553144,0.6346819331152991,0.06809204398205737,0.024495247299585497,0.015069176028847485,0.6791612636693259,0.17911654316410563,1.0
