administrador,usuario,presionó botón correcto,tiempo de interacción,mini juego,número de interacción por lección,color presionado,dificultad,fecha,juego,auto push,tiempo de lección,tiempo de sesión
,,,,,,,,,,,,
,,,,,,,,,,,,
,,1.0,0.7678096716150301,0.35699742650407756,0.388686221202794,0.6504689872384088,0.17323184777174236,,,0.5974328052080576,0.4453918767430015,0.6548181799125873
,,0.7678096716150301,1.0,0.4668239971485605,0.5439049586117345,0.7497381164711758,0.2182311529742911,,,0.657099255855377,0.5824120869294057,0.8562662289915627
,,0.35699742650407756,0.4668239971485605,1.0,0.259973886855551,0.3502213753713016,0.39444500048589815,,,0.3017017337872171,0.9886563260255695,0.05626730363495422
,,0.388686221202794,0.5439049586117345,0.259973886855551,1.0,0.4553238938578675,0.06671472956663924,,,0.16553625338527544,0.3243447957164591,0.47685393444596275
,,0.6504689872384088,0.7497381164711758,0.3502213753713016,0.4553238938578675,1.0,0.05090215655217942,,,0.6307142838882575,0.4369380395249364,0.6423892906816213
,,0.17323184777174236,0.2182311529742911,0.39444500048589815,0.06671472956663924,0.05090215655217942,1.0,,,0.061887645764621045,0.3885506298812317,0.017694059226816262
,,,,,,,,,,,,
,,,,,,,,,,,,
,,0.5974328052080576,0.657099255855377,0.3017017337872171,0.16553625338527544,0.6307142838882575,0.061887645764621045,,,1.0,0.37640467816249434,0.5533927292687666
,,0.4453918767430015,0.5824120869294057,0.9886563260255695,0.3243447957164591,0.4369380395249364,0.3885506298812317,,,0.37640467816249434,1.0,0.08091055113258575
,,0.6548181799125873,0.8562662289915627,0.05626730363495422,0.47685393444596275,0.6423892906816213,0.017694059226816262,,,0.5533927292687666,0.08091055113258575,1.0
