administrador,usuario,presionó botón correcto,tiempo de interacción,mini juego,número de interacción por lección,color presionado,dificultad,fecha,juego,auto push,tiempo de lección,tiempo de sesión
,,,,,,,,,,,,
,,,,,,,,,,,,
,,1.0,0.7360533453185703,0.21985343681242436,0.4213371758781919,0.366775616779975,0.1310435929424108,0.06991114400087488,0.1268995232906546,0.7367425498494784,0.35012014633655253,0.6755121849884892
,,0.7360533453185703,1.0,0.16834443673402313,0.49353473819775,0.5974933575892634,0.02051334186026401,0.044503582761485146,0.04314343275045204,0.9998696253100127,0.4751653065274127,0.9167708793726952
,,0.21985343681242436,0.16834443673402313,1.0,0.22766390617880342,0.08406170729308299,0.09463074368383861,0.2531602355676508,0.6976671622825523,0.16720427866377144,0.35246873960195746,0.04596840591793735
,,0.4213371758781919,0.49353473819775,0.22766390617880342,1.0,0.28786412351370505,0.2291266726747503,0.11239156378823462,0.17248115569858324,0.4958356740175814,0.23563463082373423,0.4546269787448649
,,0.366775616779975,0.5974933575892634,0.08406170729308299,0.28786412351370505,1.0,0.0912360459890936,0.006808178245306377,0.010092433901970241,0.5971521710463399,0.28378299251841743,0.5475231041244283
,,0.1310435929424108,0.02051334186026401,0.09463074368383861,0.2291266726747503,0.0912360459890936,1.0,0.17364372456635063,0.16621661644897423,0.02110404916484131,0.14444661770991668,0.09918529910572413
,,0.06991114400087488,0.044503582761485146,0.2531602355676508,0.11239156378823462,0.006808178245306377,0.17364372456635063,1.0,0.31800533232114575,0.04230373939221363,0.027976749173271108,0.04553800469599193
,,0.1268995232906546,0.04314343275045204,0.6976671622825523,0.17248115569858324,0.010092433901970241,0.16621661644897423,0.31800533232114575,1.0,0.040756610870013185,0.026821100749081908,0.0282805625961891
,,0.7367425498494784,0.9998696253100127,0.16720427866377144,0.4958356740175814,0.5971521710463399,0.02110404916484131,0.04230373939221363,0.040756610870013185,1.0,0.4752272641346469,0.9168904186767816
,,0.35012014633655253,0.4751653065274127,0.35246873960195746,0.23563463082373423,0.28378299251841743,0.14444661770991668,0.027976749173271108,0.026821100749081908,0.4752272641346469,1.0,0.10955253646395213
,,0.6755121849884892,0.9167708793726952,0.04596840591793735,0.4546269787448649,0.5475231041244283,0.09918529910572413,0.04553800469599193,0.0282805625961891,0.9168904186767816,0.10955253646395213,1.0
